@relation 'ARFF for bata_2014.txt'

@attribute tweet string
@attribute @@class@@ {T, N, F, A}
% T = (True) Positive tweet
% N = Neutral tweet
% F = (False) Negative Tweet
% A = Alert tweet

@data
'RT @tuecursor: Proficiat met derde plek!  @SSCEindhoven: Team Tu/e-Fontys  @Batavierenrace.  Zijn jullie al weer droog? ^NS',?
'#bata14 Het bekende beeld van 10-05-2014 http://t.co/Q3gN0GkzbR',?
'Het universiteitsteam van Groningen wint de 42ste #batavierenrace: Groningen is back! - UT Nieuws http://t.co/FNnZSB0Oln',?
'Gronings team wint Batavierenrace http://t.co/24sLmhBEaU #tvefm #enschede #batavierenrace #utwente @aeolusrunningteam',?
'RT @UTNieuws: ENGLISH. Overview Batavierenrace. Bad weather and unfortunate accidents. http://t.co/ZaqqrTDhje',?
'RT @UTNieuws: ENGLISH. Overview Batavierenrace. Bad weather and unfortunate accidents. http://t.co/ZaqqrTDhje',?
'RT @UTNieuws: Het universiteitsteam van Groningen wint de 42ste #batavierenrace: Groningen is back! - UT Nieuws http://t.co/FNnZSB0Oln',?
'RT @SSCEindhoven: Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor',?
'RT @SSCEindhoven: Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor',?
'Universiteitsteam #Groningen wint 42ste #Batavierenrace \nhttps://t.co/ZdigQWJaeS\n http://t.co/hMCgykWlvy',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede - http://t.co/SHaJGCdlxN #rtvoost',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/H9ymvSOtvp #salland #nieuws',?
'RT @rtvoost: Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede - http://t.co/SHaJGCdlxN #rtvoost',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/SnzayWMD7M #hardlopen #informatie #loopinfo',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/XJDSst8A3M #overijssel #nieuws #nieuwsoverijssel',?
'Hardlopers uit #Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/HYKqBHGG5U #info #nieuws',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede: http://t.co/pwTzH2Ec2p #rtvoost',?
'Na 21 uur live @batavierenrace op de radio zit @bataradio erop. Onze felicitaties aan alle radiomakers voor deze topprestatie! #tvefm #bata',?
'Hele ochtend in de regen bij de bata gekeken dus ik verdien vanavond wel een feestje denk ik zo. #batavierenrace #enschede',?
'RT @UTNieuws: Het universiteitsteam van Groningen wint de 42ste #batavierenrace: Groningen is back! - UT Nieuws http://t.co/FNnZSB0Oln',?
'RT @UTNieuws: Het universiteitsteam van Groningen wint de 42ste #batavierenrace: Groningen is back! - UT Nieuws http://t.co/FNnZSB0Oln',?
'RT @tvefm: Na 21 uur live @batavierenrace op de radio zit @bataradio erop. Onze felicitaties aan alle radiomakers voor deze topprestatie! #…',?
'Ik liep verschillende keren de #Batavierenrace, meestal de etappe Barchem-Lochem. Het feest kon me gestolen worden, eigenlijk.',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede #De hardlopers van de Rijksuniv http://t.co/tnZKggCVbz',?
'De #Bata14 nu met een andere bril bekijken. Op m\'n fietsje naar de Campus, en niet om te werken... #proost',?
'Regio nieuws: Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/Bb2FiAdF95 #hengelo #twente',?
'OVERIJSSEL:  Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/wPdM3c9MHk',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in #Enschede http://t.co/lO1v6MtpoS',?
'Gronings team wint Batavierenrace | TV #Enschede FM: Het universiteitsteam van Groningen heeft zaterdag de 42e... http://t.co/jM2bOqfs7S',?
'Hardlopers uit #Groningen winnen Batavierenrace 2014, finish in #Enschede: De hardlopers van de Rijksuniversit... http://t.co/tnWCBgUKBN',?
'Dus, vanavond #Batavierenfeest n.a.v. de #batavierenrace! Wordt mooi!',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/otRYujRGGa #NieuwsOverijssel #Twente',?
'De lopers vd #batavierenrace hadden geen geluk gisteren, vannacht en vandaag! Maar er is gefinisht en dat is op zich alweer heel erg knap!',?
'En na de Batavierenrace gaan we lekker uit eten! http://t.co/IvuIYBN2Ux ##bata #uiteten #Enschede http://t.co/jNQZIDJuRF',?
'RT @rtvoost: Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede - http://t.co/SHaJGCdlxN #rtvoost',?
'Lekker gelopen in de regen tijdens de #slotetappe van de #batavierenrace met de #chemierunners.',?
'ML liep vandaag als niet student toch mee met de Batavierenrace, die is voorlopig niet thuis :) kan ik mooi werken. Rust in huis!',?
'Nijmegen tweede bij Batavierenrace #bata14 http://t.co/1nTxfqzbaw',?
'"Rennen is voor dieren." #batavierenrace',?
'#Bata14 #42eBata http://t.co/x38doIqANn',?
'RT @ProminentePik: "Rennen is voor dieren." #batavierenrace',?
'Man, man, man, ik zit kapot, maar wat een prestatie heb ik weer neergezet! #Yolanthetweet #Batavierenrace http://t.co/YxABxstfPw',?
'RT @joepstaps: Zonder diep te gaan maar te genieten. Nog niet topfit, maar op de weg terug! Fijn gevoel en echt genoten. #comeback #batavie…',?
'RT @VoxNieuws: Nijmegen tweede bij Batavierenrace #bata14 http://t.co/1nTxfqzbaw',?
'RT @VoxNieuws: Nijmegen tweede bij Batavierenrace #bata14 http://t.co/1nTxfqzbaw',?
'RT @ProminentePik: "Rennen is voor dieren." #batavierenrace',?
'#nieuws Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/sXzVHo9dVf #enschede',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede: De hardlopers van de Rijksuniversitei... http://t.co/0Kerj2R8pI',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/MXV9pOmQuc',?
'RT @ErikEuving: Dus, vanavond #Batavierenfeest n.a.v. de #batavierenrace! Wordt mooi!',?
'En volgens de orga 12.07 km/u!! 136e van de 351. Toch niet gek :) #batavierenrace  #utwente',?
'RT @riannewanders: Lekker gelopen in de regen tijdens de #slotetappe van de #batavierenrace met de #chemierunners.',?
'#lonneker #fm Gronings team wint Batavierenrace | TV Enschede FM http://t.co/pQrPs2roUm',?
'#glanerbrug #fm Gronings team wint Batavierenrace | TV Enschede FM http://t.co/7Oo0fgdlwn',?
'#twente #nieuws Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/zQv3V0gE4x',?
'#twente #rtvoost Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/jE8MT1f6ZH',?
'#usselo #fm Gronings team wint Batavierenrace | TV Enschede FM http://t.co/0as49a2Wwc',?
'#boekelo #fm Gronings team wint Batavierenrace | TV Enschede FM http://t.co/ScptWGti8p',?
'#rutbeek #fm Gronings team wint Batavierenrace | TV Enschede FM http://t.co/si2gJ4RK70',?
'#enschede #fm Gronings team wint Batavierenrace | TV Enschede FM http://t.co/VE3zqfgf28',?
'Team #aeolus heeft voor vierde keer de #batavierenrace #bata14 gewonnen!!!!!',?
'RT @rtvoost: Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede - http://t.co/SHaJGCdlxN #rtvoost',?
'RT @michielpunter: Op naar Ulft voor 10km rennen! Het is 4u \'s ochtends maar we hebben er nu al zin in! @Batavierenrace http://t.co/fQQNetL…',?
'RT @RUNijmegen: #bata14 is een uur onderweg, maar Enschede is \'n eind lopen. Volg de lopers via @VoxNieuws en @UTwente. Succes en veel plez…',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede: De hardlopers van de... http://t.co/SSnyvGVNwm #Nieuws',?
'43ste geëindigd in algemeen klassement van de #batavierenrace met team @FysioPolman en @SportcentrumUT. Mooie prestatie!',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/We2siGh5uh',?
'#Enschede Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede De hardl #Twente http://t.co/NFpt9zgwTA',?
'RT @rtvoost: Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede - http://t.co/SHaJGCdlxN #rtvoost',?
'RT @ProminentePik: "Rennen is voor dieren." #batavierenrace',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede #newslocker http://t.co/CoMEMT7wjh',?
'Trots op mijn dochter running de @Batavierenrace #bikkel http://t.co/EqOdhB0l6F',?
'RT @Team4Mijl: Niek heeft de laatste etappe van de #bata14 gewonnen. Het RUG/Hanze @RunnersworldGr team, met inbreng van T4M atleten won de…',?
'"@ProminentePik: "Rennen is voor dieren." #batavierenrace" weer een excuus @Larsjeee1993',?
'RT @RUNijmegen: #bata14 is een uur onderweg, maar Enschede is \'n eind lopen. Volg de lopers via @VoxNieuws en @UTwente. Succes en veel plez…',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede: De hardlopers van de Rijksuniversitei... http://t.co/WcSvtYqwhv',?
'#Nijmegen tweede bij Batavierenrace: Helaas pindakaas. Dezelfde overwinning als vorig jaar zat er niet in, maa... http://t.co/RwqUIBLpks',?
'RT @SSCEindhoven: Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede: De hardlopers van de Rijksuniversitei... http://t.co/RH2mPWbyR2',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede #newslocker http://t.co/WTdfbhwyLs http://t.co/U7kxa0vQx3',?
'@__Pablito @FysioPolman @SportcentrumUT goed man! #bata14',?
'Terug naar huis naar de #Batavierenrace. #Demcon won het bij de bedrijven. Go team Demcon!',?
'Duurt lang bij de finish.. @batavierenrace http://t.co/pH0vAysWle',?
'@pepijnoomen @FB_Nijmegen @Batavierenrace goed gedaan, nuttig en een heel werk.',?
'RT @SSCEindhoven: Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor',?
'te late foto #bata14 mijn batterij lief me in de steek, alsnog: http://t.co/45mT3SJGa4',?
'De Batavierenrace zit erop! Als team kunnen we terugkijken op een geslaagd weekend. Ondanks de tegenvallen in de... http://t.co/BtoRvgEa1M',?
'Gefeliciteerd! "@SSCEindhoven: Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor"',?
'RT @UTNieuws: Het universiteitsteam van Groningen wint de 42ste #batavierenrace: Groningen is back! - UT Nieuws http://t.co/FNnZSB0Oln',?
'RT @nieuws_enschede: Hardlopers uit #Groningen winnen Batavierenrace 2014, finish in #Enschede: De hardlopers van de Rijksuniversit... http…',?
'Groningen wint de Batavierenrace http://t.co/oQggOz8zfw #sportintwente',?
'RT @DJ_Maus1: Op weg naar de hoeken van het land om goed te knallen @Batavierenrace op @UTwente Enschede. Hoop dat niet iedereen zeiknat is…',?
'RT @DJ_Maus1: Op weg naar de hoeken van het land om goed te knallen @Batavierenrace op @UTwente Enschede. Hoop dat niet iedereen zeiknat is…',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/VkwjDblBan',?
'Laatste studenten maanden dan kan het batavierenfeest niet ontbreken! #bata2014',?
'Gyas heeft zich weer bewezen als allround sportvereniging! 10e plek op de batavierenrace. Snelste Groninger, roei... http://t.co/RDGWYzqIIv',?
'@MarcoBorger1 ha ha ha #cabaret wat een \'plasje maken\' teweeg kan brengen . . .#batavierenrace #bata14 #UT',?
'#bata14 geweldige foto! via batavierenrace.nl feest in de tent! http://t.co/XPnSHJDlmP',?
'RT @JoeyvanMaanen: #bata14 geweldige foto! via batavierenrace.nl feest in de tent! http://t.co/XPnSHJDlmP',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede #newslocker http://t.co/NATlWG9Bz0',?
'jij je muntje al gedoneerd? #bata14 zou het maar snel doen! \'Gewoon doen\'  #KWF #UT http://t.co/24sBXH9b6J',?
'En dat werd een toptijd! 14.6 km/h voor dochterlief! @Batavierenrace #004Asac http://t.co/tYZcPWYEJL',?
'RT @CasmiraW: Laatste studenten maanden dan kan het batavierenfeest niet ontbreken! #bata2014',?
'#Grolsch #Twente #Batavierenrace http://t.co/2x5D9V2IZj',?
'Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (8509 mensen) verbroken.',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'Live vanaf de Batavierenrace; Lets go Corey, Go Packs go! De Buckeye speler die ik tijdens m\'n OH jaar heb leren kennen. Awesome! #SportAm',?
'@kwf_nl Met elkaar, voor elkaar #bata14 #KWF',?
'Wereldrecord Batavierenrace http://t.co/YO2EsVWSeC',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'Loup. #bata14 #42bata http://t.co/9EMo1UJ7Gb',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'eeven dansen op campus feest!! #campus #UT #batavierenrace ze hebben het verdient',?
'RT @citrus_pers: Oude hond leerde nieuw kunstje vandaag. Gaaf om terug @Batavierenrace te zijn en langs m\'n 1e studentenhuis Cal13-1 te spr…',?
'Mijn eerste @Batavierenrace: een vijfde plaats met @phoenixutrecht!',?
'Wachten op de uitslag van de Batavierenrace... Drukken, vouwen en bezorgen. #batavierenrace #nachtwerk http://t.co/g5cm4BRqxV',?
'Wachten op de uitslag van de Batavierenrace... Drukken, vouwen en bezorgen. #batavierenrace #nachtwerk http://t.co/TKfwoWGKec',?
'Feestje op calslaan 8 iedereen welkom (?) #batavierenrace',?
'RT @Gildeprint: Wachten op de uitslag van de Batavierenrace... Drukken, vouwen en bezorgen. #batavierenrace #nachtwerk http://t.co/TKfwoWGK…',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'43e plaats voor fysiotherapeuten en sportdocenten!#batavierenrace http://t.co/LVLrPNxFwP',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @SportcentrumUT: 43e plaats voor fysiotherapeuten en sportdocenten!#batavierenrace http://t.co/LVLrPNxFwP',?
'De #batavierenrace is trots op de tweede plek. #esf14 http://t.co/XQPhvqAqWQ',?
'Een topprestatie door ons @DEMCON Batavierenteam! #1eplaats #bedrijvenklassement #batavierenrace',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'@Batavierenrace @batainfobalie @bataradio B E D A N K T !!! #lijn7 #gaseropdakeraf http://t.co/ozvBw52Sa0',T
'@Batavierenrace @batainfobalie @bataradio B E D A N K T !!! #lijn7 #gaseropdakeraf http://t.co/XJuB8PE6CW',T
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'What so called the biggest student party in europe.… (w/ Jeje, Maulidinov, &amp; Anggasta at Batavierenrace) — https://t.co/CnRQZGHSLA',?
'Een hele fijne avond, hou \'m keihard de sociaalste! #bata14 http://t.co/YS8y22lbuJ',?
'RT @JSTwente: Een hele fijne avond, hou \'m keihard de sociaalste! #bata14 http://t.co/YS8y22lbuJ',?
'RT @JSTwente: Een hele fijne avond, hou \'m keihard de sociaalste! #bata14 http://t.co/YS8y22lbuJ',?
'En nog meer foto\'s https://t.co/bb8pzH3gGM @batainfobalie @bataradio @Batavierenrace #lijn7 #gaseropdakeraf',?
'Poging tot slapen na 38uur, waarin ik 7uur trein heb gereisigd, 8uur heb gefeest en 6.7km in 37minuten heb hardgelopen. #weekend #bata14',?
'#doezepwa. Mooie ijsbreker op de #batavierenrace',?
'Gronings team wint kletsnatte Batavierenrace | TV #Enschede FM: Het universiteitsteam van Groningen heeft zate... http://t.co/1sdsp3qwI8',?
'50\% der Menschen hier kennen den Text der Lieder nicht! Hindert sie aber nicht am mitsingen. #Bata14 #utwente #studentlife',?
'Een geweldige batavierenrace afgesloten met een nog mega geweldiger feest! Bata 2014 was episch! Volgend jaar sowieso weer! #bata #ELSangELS',?
'RT @DEMCON: Een topprestatie door ons @DEMCON Batavierenteam! #1eplaats #bedrijvenklassement #batavierenrace',?
'Wereldrecord Batavierenrace: Hardloopnieuws plaatste het volgende bericht op hun website:... http://t.co/b2S9EoCyLr $sport #sport #nieuws',?
'RT @DEMCON: Een topprestatie door ons @DEMCON Batavierenteam! #1eplaats #bedrijvenklassement #batavierenrace',?
'Wat een dagen en nachten zijn dit! #bata14',?
'RT @GDF96: Poging tot slapen na 38uur, waarin ik 7uur trein heb gereisigd, 8uur heb gefeest en 6.7km in 37minuten heb hardgelopen. #weekend…',?
'Op 1min derde geëindigd na 10,5uur @batavierenrace #2014 met #team #PETER! Mooie mensen,  prestatie en herinnering http://t.co/e5VlRqAskR',?
'Hardlopers uit Groningen winnen Batavierenrace 2014, finish in Enschede http://t.co/Dkzg2AKAiH',?
'RT @SSCEindhoven: Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor',?
'Groningen wint Batavierenrace http://t.co/C4N2tv2zsT #nbrabant #brabant #nieuws',?
'Rijden in een schône waggie! Nu terras in regenachtig #enschede klaar voor de slotetappe! #batavierenrace http://t.co/ifyRjvqJ59',?
'#groningen Groningen wint Batavierenrace http://t.co/PwapTuV6Ru #borrelnieuws',?
'Groningen wint Batavierenrace: GRONINGEN - Een team van Rijksuniversiteit Groningen en Hanzehogeschool Groning... http://t.co/VoqGiSii8x',?
'Groningen wint Batavierenrace #newslocker http://t.co/RuGMKfWxHV',?
'#Groningen wint Batavierenrace http://t.co/9D6yCMHJB0',?
'Groningen wint Batavierenrace http://t.co/xJIgQWkZqf',?
'#Grunn Groningen wint Batavierenrace http://t.co/D6hkplFMGK #Groningen',?
'Nog moe van de dag @batavierenrace maar alweer op weg naar @DeRuiterPT Daarna doe ik echt ff niks meer :-D',?
'RT @GR0NINGEN: #Grunn Groningen wint Batavierenrace http://t.co/D6hkplFMGK #Groningen',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @dvhn_nl: Groningen wint Batavierenrace http://t.co/xJIgQWkZqf',?
'RT @JosBosboom_: Groningen wint Batavierenrace: GRONINGEN - Een team van Rijksuniversiteit Groningen en Hanzehogeschool Groning... http://t…',?
'Groningen wint Batavierenrace: GRONINGEN - Een team van Rijksuniversiteit Groningen en Hanzehogeschool Groning... http://t.co/pEzlEIDaAN',?
'Groningen wint Batavierenrace: GRONINGEN - Een team van Rijksuniversiteit Groningen en Hanzehogeschool... http://t.co/N38RRuV2EZ dvhn.nl',?
'Ha, nu al zin in de #Batavierenrace van 2015! Nagenieten met m\'n afspeellijst, die hopelijk ook wat oppept tijdens … http://t.co/4qZCnfaLW1',?
'Team @univgroningen wint @Batavierenrace http://t.co/8i9ne5ALp2 @dvhn_nl #hardlopen #estafette #running',?
'#Hack42 voorzitter #Moem gespot tijdens de @batavierenrace https://t.co/gbtw8mqttn #Verzorgingsploeg #BATA #Batavierenrace #757 #BATA14 #42',?
'Prachtige 9e plek @AltisMasters debuut @Batavierenrace volgend jaar podiumplek ? @AvAltis',?
'RT @_Eindhoven: #Groningen wint Batavierenrace: Een team van Rijksuniversiteit #Groningen en Hanzehogeschool #Groningen heeft ... http://t.…',?
'Dappere renners van US staan 145e vd 355 in de voorlopige einduitslag vd Batavierenrace 2014.',?
'In dit hondenweer niet de Batavierenrace gelopen gisteren, straks ook een binnenprogramma, en hopelijk volgend weekend weer op de racefiets.',?
'Groningen wint estafetterun Batavierenrace http://t.co/vhOEOn5qYa #nieuws #DG',?
'RT @supersjokker: Gisteren een semi wedstrijd. Etappe 7km bij de batavierenrace. Beter dan het was, minder dan ik hoopte. On my way to @Mar…',?
'En zo zet je de Batavierenrace naar je hand! Team Aeolus ook in 2014 boven aan! http://t.co/uh57qwLGuT',?
'Groningen wint estafetterun Batavierenrace http://t.co/6OvppnOazq #DG #nieuws',?
'Als @NS_online een extra trein in zet, mag die ook best stoppen op drienerlo. Denk je dat ze rekening hebben gehouden met de. Batavierenrace',?
'Groningen wint estafetterun Batavierenrace: NIJMEGEN - Het estafetteteam van de Rijksuniversiteit Groningen he... http://t.co/xrezR0LeoK',?
'Gronings collectief wint 42e Batavierenrace http://t.co/Dz8dsPYGUl #atletiek',?
'RT @losseveter: Gronings collectief wint 42e Batavierenrace http://t.co/Dz8dsPYGUl #atletiek',?
'Feest van de #batavierenrace! #Enschede studentenstad op zijn best!',?
'Groningen wint estafetterun Batavierenrace http://t.co/x4NZbJ4Vzn #nieuws #DG',?
'@dbenshachar @Batavierenrace hoe is het gegaan?',?
'Groningen wint estafetterun Batavierenrace #newslocker http://t.co/VNj1wnoHnY',?
'Groningen wint estafetterun Batavierenrace: NIJMEGEN - Het estafetteteam van de Rijksuniversiteit... http://t.co/LKskte9Yg7 #Nieuws',?
'RT @DeGelderlander: Groningen wint estafetterun Batavierenrace http://t.co/vhOEOn5qYa #nieuws #DG',?
'RT @dvhn_nl: Groningen wint Batavierenrace http://t.co/xJIgQWkZqf',?
'RT @AltisMasters: Prachtige 9e plek @AltisMasters debuut @Batavierenrace volgend jaar podiumplek ? @AvAltis',?
'RT @Batavierenrace: Door wind en regen én zelfs met boomstam niet te stoppen! #held #bata #batavierenrace #SUSA http://t.co/Xc8XWtvLGE',?
'Weer geen titel helaas.. het knaagt toch wel. Misschien dan toch nog een extra jaar ploegleider worden? Wie weet... @UniTeamAdam #bata14',?
'Groningen wint Batavierenrace #newslocker http://t.co/DKRCrPkufe',?
'RT @lijn7degekste: @Batavierenrace @batainfobalie @bataradio B E D A N K T !!! #lijn7 #gaseropdakeraf http://t.co/XJuB8PE6CW',T
'#barchem #achterhoek Groningen wint estafetterun Batavierenrace http://t.co/ieMgwzQRFg',?
'#lochem #achterhoek Groningen wint estafetterun Batavierenrace http://t.co/yPCjZxoSeq',?
'RT @__Pablito: De sintelbaan is voor @Batavierenrace, wat het vélodrome is voor Parijs-Roubaix. Jammer dat finishlocatie te nat is: http://…',?
'Groningen wint estafetterun Batavierenrace #newslocker http://t.co/qt25xNUe50',?
'@HansBraker Hoe was de Batavierenrace?',?
'Leuk nachtje gehad bij Batavierenrace in Enschede. Nu weer in Goor voor een hockeywedstrijd. #rondjetwente',?
'Hoeveelste batavierenrace was het eigenlijk dit weekend? http://t.co/m6JyZ7zaV1',?
'Gelderlander (11-05 11:30 ) - Groningen wint estafetterun Batavierenrace http://t.co/i0gS9AM3DO #nieuwbericht',?
'@rooosvicee Iedereen op de Batavierenrace, dit weekend.',?
'Wauw wat een weekend, heerlijk gelopen en eindfeest was moooi. Nu opweg naar opaaa his party #batavierenrace #altijdfeest',?
'Goed geslaagd weekend gehad in Enschede bij de Batavierenrace! Lekker gelopen en mooi feestje gevierd gisteren. Nu de hele dag bijslapen :)',T
'Gronings collectief wint 42e Batavierenrace #newslocker http://t.co/29CL2oR1Dl',?
'Wat een geweldige Batavierenrace was het voor Daedalus: een 73ste plek in het algemeen klassement en een 1ste... http://t.co/2b6MfonzoJ',?
'Ran a #bata14 stage with @wahoofitness BT HRM, @iSmoothRun and @Pebble as display. One wired up geek running :) Now for some more training..',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'RT @Batavierenrace: Het Groningse Universiteitsteam wint de 42e Batavierenrace. Nijmegen en Eindhoven zijn 2 en 3. Aeolus wint het Algemeen…',?
'RT @Hertog99: Ran a #bata14 stage with @wahoofitness BT HRM, @iSmoothRun and @Pebble as display. One wired up geek running :) Now for some …',?
'Nog aan het bijkomen van een geweldig goed geslaagde batavierenrace (dank jullie wel, sportieve SVN\'ers, KNUSsers... http://t.co/vqYoCq1zMa',?
'RT @SGDaedalus: Wat een geweldige Batavierenrace was het voor Daedalus: een 73ste plek in het algemeen klassement en een 1ste... http://t.c…',?
'RT @Hertog99: Ran a #bata14 stage with @wahoofitness BT HRM, @iSmoothRun and @Pebble as display. One wired up geek running :) Now for some …',?
'Batavieren was zo awesome! Mooie tijd gelopen voor S.A. Proto en een geweldig feest, volgend jaar sowieso weer!! #batavierenrace #enschede',T
'Groningen wint estafetterun Batavierenrace #newslocker http://t.co/odThklQJbH',?
'Ondanks het slechte weer was de Batavierenrace weer een ongekend succes dit jaar. Na een moeilijk begin een... http://t.co/Uw3evNmKer',T
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'[In Beeld] De 42ste Batavierenrace: Het is helaas weer voorbij: de Batavierenrace. In totaal liepen 8614 loper... http://t.co/Hu0KRAKUtq',T
'RT @AltisMasters: Prachtige 9e plek @AltisMasters debuut @Batavierenrace volgend jaar podiumplek ? @AvAltis',?
'Mooi evenement die #batavierenrace goed gelopen #tartlétos en @UniWageningen',?
'Groningen wint estafetterun Batavierenrace #newslocker http://t.co/XuWVwwKogA',?
'RT @Batavierenrace: Wereldrecord! Met een totaal aantal van 8614 lopers heeft de 42e Batavierenrace het wereldrecord van de 40e editie (850…',?
'Wat een weekend! Derde plaats met universiteitsteam Eindhoven #batavierenrace',?
'Top weekend gehad met WaHo :) #bata14 #batavierenrace',?
'RT @losseveter: Gronings collectief wint 42e Batavierenrace http://t.co/Dz8dsPYGUl #atletiek',?
'Batavierenrace #etappe21 #utsaxionteam http://t.co/5eYFRGQq5x',?
'@Didymis @MonicaBrr #esf14 eindfeest van de batavierenrace. Dat is dan ook meteen de reden!',?
'Spierpijn. Overal. #bata14',?
'#enschede #bata #bata2014 #afterparty #energy #doorgaan #uttwente http://t.co/XcmxsU8F2R',?
